index,annotator,datasource,doc_id,end_index,entity_id,entity,is_keyphrase,phrase,start_index
3,kevin,wikinews,87,1570.0,3,Republican Party (United States),0.0,"""And if enough of our Republican colleagues decide to join with us, even the President of the United States will have to listen.""",1441.0
0,kevin,wikinews,2,81.0,2,United States Secretary of State,1.0,Colin Powell Resigns as U.S. Secretary of State,34.0
1,kevin,wikinews,2,205.0,2,United States Secretary of State,1.0,"Secretary of State Colin Powell submitted his long-expected resignation as of Monday, November 15",108.0
2,kevin,wikinews,2,911.0,2,United States Secretary of State,0.0,"Stephen Hadley, will succeed her in her role as Assistant to the President for National Security Affairs if she is confirmed as Secretary of State",765.0
0,kevin,wikinews,34,2173.0,17,New York City,0.0,"Meanwhile, the United States is likely to grant an entry visa to Iranian President Mahmoud Ahmadinejad to attend the United Nations opening session next month in New York City, New York",1988.0
0,kevin,wikinews,52,762.0,1,International Atomic Energy Agency,0.0,"Iran says that its nuclear program is for producing energy, but the IAEA has expressed a ""lack of confidence"" over Iran's intentions",630.0
1,kevin,wikinews,52,1852.0,1,International Atomic Energy Agency,1.0,"Following last month's IAEA board report to the Security Council, expressing lack of confidence, Iran ended its voluntary cooperation with the IAEA under the Additional Protocol and said it would start uranium enrichment and bar surprise inspections of the facilities",1585.0
2,kevin,wikinews,52,491.0,1,International Atomic Energy Agency,0.0,"Russia and China prefer a six-week deadline and want the report to go to the International Atomic Energy Agency, rather than to the Security Council",343.0
3,kevin,wikinews,52,1582.0,1,International Atomic Energy Agency,0.0,They state that tough council action could cause Iran to withdraw from the Nuclear Non-Proliferation Treaty and to ban inspectors sent from the International Atomic Energy Agency,1404.0
0,kevin,wikinews,63,574.0,4,Lowell Observatory,0.0,"The moons were discovered in May last year by the Pluto Companion Search Team, a team of scientists from the Southwest Research Institute , the Johns Hopkins University's Applied Physics Laboratory , the Space Telescope Science Institute and Lowell Observatory, using images taken from the Hubble space telescope",262.0
0,kevin,wikinews,50,96.0,4,Transnistria,1.0,Ukraine does not allow Transnistrian goods transit without Moldovan customs stamps,14.0
1,kevin,wikinews,50,181.0,4,Transnistria,1.0,"On March 3, Ukraine instituted a new customs regime at the border with Transnistria",98.0
2,kevin,wikinews,50,427.0,4,Transnistria,1.0,"Under the order issued by Ukrainian Customs' head, at the request of President Viktor Yushchenko, all the Transnistrian goods that are transported via Ukraine will have to be accompanied by customs documents released by the Moldovan authorities",183.0
3,kevin,wikinews,50,616.0,4,Transnistria,0.0,Ukraine PM Yuri Yekhanurov has charged the Foreign Ministry and the State Customs officials to render the account to the society for the goods circulation on the Transdniestrian frontier,430.0
4,kevin,wikinews,50,718.0,4,Transnistria,0.0,"In January I met the businessmen and authorities from Moldova, Ukraine and Transdniestrian in Odesa",619.0
5,kevin,wikinews,50,965.0,4,Transnistria,0.0,"In the course of the meeting the sides voiced their precise positions towards the rules of the game,"" noted PM of Ukraine speaking about the special terms of freight transportation via the territory of Moldova, Ukraine and Transdniestrian region",720.0
6,kevin,wikinews,50,1080.0,4,Transnistria,0.0,"According to his words, the freight from Transdniestrian region will cross Ukraine only if it has Moldova’s stamp",967.0
7,kevin,wikinews,50,1548.0,4,Transnistria,0.0,"Javier SOLANA, EU High Representative for the CFSP, welcomes implementation by Moldova and Ukraine of Joint Declaration on Customs: ""I welcome that the Joint Declaration of the Ukrainian and Moldovan Prime Ministers of 30 December 2005 is now being implemented, whereby Ukraine only recognizes Moldovan customs stamps and Moldova facilitates the registration of Transnistrian enterprises in Chisinau",1149.0
8,kevin,wikinews,50,1935.0,4,Transnistria,0.0,I call on the economic agents of the Transnistrian region of Moldova to register with the relevant authorities in Chisinau in order to promote the unimpeded flow of goods across the border,1747.0
9,kevin,wikinews,50,2028.0,4,Transnistria,0.0,I also call on the self-proclaimed Transnistrian authorities not to block this registration,1937.0
10,kevin,wikinews,50,2151.0,4,Transnistria,0.0,I condemn any efforts by the self-proclaimed Transnistrian authorities to impede the free flow of international trade,2034.0
11,kevin,wikinews,50,2364.0,4,Transnistria,0.0,"The so-called Transnistrian president Igor Smirnov qualified Kiev's decision as economic attack and called on the Ukrainian authorities to revise it so as to avert ""a social-economic catastrophe"" in the region",2155.0
12,kevin,wikinews,50,2433.0,4,Transnistria,0.0,Trade between Transnistria and Ukraine totals about US$400 million,2367.0
0,kevin,wikinews,85,682.0,10,Mahmoud Ahmadinejad,0.0,Supreme Leader Khamenei and President Mahmoud Ahmadinejad are accused of lauding terrorist attacks carried out by anti-Zionist groups,549.0
0,kevin,wikinews,41,418.0,8,Qatar,0.0,"North and South Korea's top athletes will go for the gold as part of the same team during the 2008 Olympics in Beijing, and in the 2006 Asian Games in Doha, Qatar",256.0
0,kevin,wikinews,58,319.0,6,Communist Party of India,0.0,The Congress-Left coalition government at the Centre was asked by the Communist Party of India to advise the government of the state of Chattisgarh not to accept any offer by the U.S.A. to help combat Naxalism in the area,98.0
1,kevin,wikinews,58,1048.0,6,Communist Party of India,0.0,"The Communist Party of India's Politburo reacted sharply to the offer, and condemned the Chattisgrah government for allowing foreign interference in India's affairs without the prior consent of the Centre",844.0
2,kevin,wikinews,58,445.0,6,Communist Party of India,0.0,The CPI also expressed concern at the fact that a foreign country was being allowed to interfere in India's internal affairs,321.0
0,kevin,wikinews,81,1683.0,3,United States Department of Agriculture,0.0,"The scientists in the survey all worked for a wide array of government agencies: NASA, Environmental Protection Agency, Department of Agriculture, Department of Energy, Department of Commerce, Department of Defense, and the Department of Interior",1437.0
0,kevin,wikinews,3,844.0,2,Nancy Pelosi,0.0,"the House Minority Leader Nancy Pelosi said ""He has used the power of technology, the force of his personality and the depth of his ideals to bring new people into the party.""",669.0
0,kevin,wikinews,35,448.0,4,Texas,0.0,The Strategic Petroleum Reserve consists of 700 million barrels of oil located in salt caverns along the Texas and Louisiana coast,318.0
0,kevin,wikinews,66,285.0,0,Hezbollah,0.0,The conflict between Israel and Hezbollah has left thousands homeless and threatens more,197.0
0,kevin,wikinews,12,2146.0,5,Federal government of the United States,0.0,"A spokesman for the United States Geological Service in an interview with the AFP said when such a large quake strikes, the U.S. government sends out e-mails, faxes and telephone messages to nearby agencies warning them of possible aftershocks, or likely tsunami activity",1875.0
0,kevin,wikinews,25,1293.0,1,Jamaica,0.0,"In nearby Jamaica, although the island was spared the full force of Dennis, rains and tidal swells caused widespread flooding in 28 communities",1150.0
0,kevin,wikinews,41,66.0,4,South Korea,1.0,"North, South Korea plan united team for 2008 Olympics",13.0
1,kevin,wikinews,41,139.0,4,South Korea,1.0,North and South Korea say they are ready to unify on the athletic field,68.0
2,kevin,wikinews,41,424.0,4,South Korea,0.0,"North and South Korea's top athletes will go for the gold as part of the same team during the 2008 Olympics in Beijing, and in the 2006 Asian Games in Doha, Qatar",262.0
3,kevin,wikinews,41,760.0,4,South Korea,0.0,Mr. Kim says the unified team will show the world that North and South Korea are one nation,669.0
4,kevin,wikinews,41,904.0,4,South Korea,0.0,"North and South Korean athletic teams have marched together in several past athletic opening ceremonies, but never competed as a unified team",763.0
5,kevin,wikinews,41,1066.0,4,South Korea,0.0,The Korean peninsula has been divided by the world's most heavily fortified border since the communist North fought the capitalist South in a 1950&ndash;53 war,907.0
6,kevin,wikinews,41,1321.0,4,South Korea,0.0,Sports-related cooperation is part of a broader strategy of North-South engagement supported by the South Korean government,1198.0
7,kevin,wikinews,41,1626.0,4,South Korea,0.0,"The location has come to symbolize South Korean economic engagement with the North, because it is the home of a South Korean industrial joint venture with Pyongyang",1462.0
0,kevin,wikinews,63,580.0,1,Johns Hopkins University,0.0,"The moons were discovered in May last year by the Pluto Companion Search Team, a team of scientists from the Southwest Research Institute , the Johns Hopkins University's Applied Physics Laboratory , the Space Telescope Science Institute and Lowell Observatory, using images taken from the Hubble space telescope",268.0
0,kevin,wikinews,18,603.0,8,Russian Federal Space Agency,0.0,He was aboard under a contract between ESA and the Russian Federal Space Agency,524.0
0,kevin,wikinews,63,255.0,5,Lernaean Hydra,1.0,"The two recently discovered moons of the planet Pluto were officially named Hydra and Nix by the International Astronomical Union, the internationally recognized authority for assigning designations to celestial bodies",37.0
1,kevin,wikinews,63,1039.0,5,Lernaean Hydra,0.0,"The names are derived from Greek mythology, where Hydra is a monster with the body of a serpent and nine heads and Nix is the goddess of darkness and night",884.0
0,kevin,wikinews,74,1190.0,3,White House,0.0,A source within the Canadian government told the Canadian Press that Canadian ambassador to the U.S. Michael Wilson called the White House to remind the Republicans of the heavy load Canada is carrying in Afghanistan,974.0
0,kevin,wikinews,76,788.0,7,Secretary-General of the United Nations,0.0,"Kofi Annan, retiring UN Secretary General, yesterday announced agreement of African, Arab and European leaders to provide a 20,000 force to supplement the 7,000 African Union peacekeepers trying to cope with the situation that had resulted in 240,000 being killed and 2.5 million being displaced during three years of conflict in the western region",440.0
0,kevin,wikinews,55,442.0,5,Darfur,0.0,"Protesting the ongoing atrocities in the Sudan region, Rep. Tom Lantos, D-Calif., a Holocaust survivor and the founder of the Congressional Human Rights Caucus, said from the steps of the Sudanese embassy, ""The slaughter of the people of Darfur must end.""",187.0
1,kevin,wikinews,55,1006.0,5,Darfur,0.0,We must hold the Sudanese government accountable for the attacks they have supported on their own citizens in Darfur,890.0
2,kevin,wikinews,55,1170.0,5,Darfur,0.0,President Bush met with Darfur advocates this Friday in support of rallies all over the US this weekend against the ongoing genocide in western Sudan,1021.0
0,kevin,wikinews,52,321.0,4,United Kingdom,0.0,"A draft U.N. Security Council statement backed by the United States, Britain, and France calling for a report in two weeks on Iran's compliance with demands that it suspend uranium enrichment was objected to by China and Russia on Tuesday",83.0
0,kevin,wikinews,78,1068.0,4,Brian Mulroney,0.0,"In 1989, then Prime Minister Brian Mulroney appointed Stan Waters to the Senate after he was elected in an Alberta-wide vote to fill a vacancy in the upper house",907.0
0,kevin,wikinews,27,1294.0,7,Insignia,0.0,"Ahenakew has to surrender his Order insignia, which consists of a medal, lapel pin, and scroll",1200.0
0,kevin,wikinews,36,945.0,7,United States,0.0,The speech was not in line with what the US and others want for Iran,877.0
1,kevin,wikinews,36,1315.0,7,United States,0.0,The IAEA is slated to begin a discussion on Iran's nuclear program in Vienna on Monday,1229.0
0,kevin,wikinews,5,358.0,8,Condoleezza Rice,0.0,The report made its way to U.S. Congress via Secretary of State Condoleezza Rice,278.0
0,kevin,wikinews,62,256.0,1,Intercontinental ballistic missile,1.0,"South Korean Foreign Minister Ban Ki-moon says that North Korea is prepared to test an intercontinental ballistic missile with an estimated range of 3,500 miles",96.0
0,kevin,wikinews,74,810.0,6,David Wilkins,0.0,"""Just imagine if I registered a complaint every time my country or president was criticized,"" said the U.S. Ambassador to Canada, David Wilkins",667.0
1,kevin,wikinews,74,974.0,6,David Wilkins,0.0,"""Compare that with the criticism early this year during the election that happened every day in Canada ...ads that were run consistently throughout your country.""",812.0
0,kevin,wikinews,72,105.0,6,Secretary-General of the United Nations,1.0,Security Council recommends Ban Ki-moon for UN Secretary-General,41.0
1,kevin,wikinews,72,272.0,6,Secretary-General of the United Nations,1.0,The United Nations Security Council has recommended the South Korean foreign minister Ban Ki-moon for appointment as the next Secretary-General of the United Nations,107.0
2,kevin,wikinews,72,476.0,6,Secretary-General of the United Nations,0.0,"Ban Ki-moon placed ahead of India's Shashi Tharoor, currently UN Under-Secretary-General, in informal voting by the Security Council members",336.0
3,kevin,wikinews,72,813.0,6,Secretary-General of the United Nations,0.0,"The current Secretary-General, Kofi Annan, said, in a statement, that he has the ""highest respect for Mr. Ban, having had the pleasure of working with him both in his present capacity and when he was Chef de Cabinet to the President of the General Assembly"".",555.0
0,kevin,wikinews,27,896.0,6,Rideau Hall,0.0,"The Advisory Council of the Order of Canada met on June 29 at Rideau Hall, the residence of the Governor General, to discuss Ahenakew's fate",756.0
0,kevin,wikinews,5,226.0,5,Opium,1.0,detailing the extent to which opium production has soared in Afghanistan,154.0
1,kevin,wikinews,5,705.0,5,Opium,0.0,"With more than 510,000 sprawling acres of the impoverished country utilized for Opium poppy cultivation , the report warns that the country is becoming a ""narcotics state"" like Colombia for cocaine",508.0
2,kevin,wikinews,5,808.0,5,Opium,0.0,"the report indicated that Afghanistan's opium production soared to 5,445 tons last year",721.0
0,kevin,wikinews,86,334.0,6,Ukraine,0.0,"Second place was claimed by the Ukrainian drag queen Verka Serduchka, and third place went to the Russian entry of Serebro",212.0
0,kevin,wikinews,7,1200.0,2,Gymnastics,0.0,Cheerleading is a recreational activity and sometimes competitive sport involving organised routines including elements of dance and gymnastics,1057.0
0,kevin,wikinews,13,67.0,4,Jack Valenti,1.0,MPAA's Valenti signs Betamax tapes for EFF protesters,14.0
1,kevin,wikinews,13,507.0,4,Jack Valenti,0.0,"As Jack Valenti, until recently the president of the Motion Picture Association of America , arrived",407.0
2,kevin,wikinews,13,584.0,4,Jack Valenti,1.0,EFF Media Coordinator Annalee Newitz asked Valenti to sign one of the tapes,509.0
3,kevin,wikinews,13,619.0,4,Jack Valenti,0.0,Valenti complied with her request,586.0
4,kevin,wikinews,13,760.0,4,Jack Valenti,1.0,"Valenti sided with an effort to outlaw Sony's early video cassette recorder standard, Betamax",667.0
5,kevin,wikinews,13,952.0,4,Jack Valenti,0.0,"The Valenti testimony included the oft-quoted phrase, ""I say to you that the VCR is to the American film producer and the American public as the Boston strangler is to the woman home alone.""",762.0
0,kevin,wikinews,63,720.0,3,Charon (mythology),0.0,Their discovery comes 27 years after the discovery of Pluto's largest moon Charon,639.0
1,kevin,wikinews,63,839.0,3,Charon (mythology),0.0,"The two moons are roughly 5000 times fainter than Pluto and two to three times farther from Pluto, compared to Charon",722.0
2,kevin,wikinews,63,1231.0,3,Charon (mythology),0.0,"Nix is also the mother of Charon, an allusion to the giant impact which is believed to have created the three satellites of Pluto, with Charon borne of the material from which Nix formed",1045.0
0,kevin,wikinews,14,1578.0,6,Nobutaka Machimura,0.0,"""We formally demanded China’s apology and compensation,"" said Japanese Foreign Minister Nobutaka Machimura",1472.0
0,kevin,wikinews,34,1986.0,7,United Nations,0.0,"After a September 3 deadline, Iran again faces a possible referral to the U.N. Security Council where it could be subject to economic sanctions",1843.0
0,kevin,wikinews,26,1100.0,13,Anfield,0.0,"Yesterday, Anfield stadium fell in silence during the Liverpool F.C. vs TNS UEFA Champios League football match",989.0
0,kevin,wikinews,31,1568.0,5,Liggett Group,0.0,"The lawsuit names Philip Morris USA, Lorillard Tobacco, the Liggett Group, and R.J. Reynolds Tobacco and two of its subsidiaries as defendants",1426.0
0,kevin,wikinews,94,884.0,0,China,0.0,"A team from the IAEA arrived in Beijing, China, on their way to Pyongyang for a five-day visit",790.0
0,kevin,wikinews,3,160.0,4,Democratic National Committee,1.0,Howard Dean was elected the chairman of the Democratic Party of the United States,79.0
1,kevin,wikinews,3,330.0,4,Democratic National Committee,1.0,The former governor of Vermont and a presidential candidate in the 2004 elections was chosen by a voice vote of the 447-member Democratic National Committee,174.0
2,kevin,wikinews,3,1232.0,4,Democratic National Committee,0.0,"Standing up for our beliefs, organizing, and transforming our party into a grassroots organization that can win in all 50 states: That's how we will rebuild the Democratic Party",1055.0
0,kevin,wikinews,75,558.0,8,Government of China,0.0,United States President George W. Bush has thanked the Chinese government for assisting and persuading North Korea to return to the talks,421.0
0,kevin,wikinews,95,1369.0,11,Mahmoud Abbas,0.0,"An aide to the President of the Palestinian National Authority, Mahmoud Abbas, told reporters that Abbas ""hopes can help relieve the suffering of our people and provide basic needs"".",1187.0
0,kevin,wikinews,28,679.0,9,Christian,0.0,"The deal created a government of national unity, giving hope to many that problems endemic to the region, including the Janjaweed militia in Darfur, could finally be solved and that the Muslim north could come to liveable terms with the Christian south",427.0
0,kevin,wikinews,74,383.0,12,Bob Corker,0.0,"The ad's purpose was to blast Democratic Senate candidate Harold Ford Jr, who is running against Republican Bob Corker",265.0
0,kevin,wikinews,64,674.0,13,Reuters,0.0,"They are too apprehensive to return home due to fears of another tsunami, but according to Reuters, health officials are worried about the threat of disease among those who are still in refuge",482.0
0,kevin,wikinews,16,60.0,0,North Korea,1.0,North Korea shuts down its main nuclear reactor,13.0
1,kevin,wikinews,16,128.0,0,North Korea,1.0,North Korea shut down a main nuclear reactor on Monday at Yongbyon,62.0
2,kevin,wikinews,16,648.0,0,North Korea,0.0,"It may have experienced mechanical difficulties, or North Korea may simply have bluffed, having no spent fuel rods to remove",524.0
3,kevin,wikinews,16,753.0,0,North Korea,0.0,North Korea confirmed the reactor was shut down to remove fuel rods for weapons processing,663.0
4,kevin,wikinews,16,915.0,0,North Korea,0.0,"''USA Today'' quoted North Korea's ambassador to the UN, Han Sang-ryol, saying the measure was taken to ""increase its deterrent against a possible U.S. attack.""",755.0
5,kevin,wikinews,16,1275.0,0,North Korea,0.0,North Korea has blamed harsh words from the United States for its reluctance to conduct talks regarding its nuclear program,1152.0
6,kevin,wikinews,16,1422.0,0,North Korea,0.0,"US Secretary of State Condoleezza Rice called North Korea an ""outpost of tyranny,"" enraging Kim Jong-il, the leader of North Korea",1292.0
7,kevin,wikinews,16,1514.0,0,North Korea,0.0,The CIA estimates that North Korea has between two and six nuclear weapons in its arsenal,1425.0
0,kevin,wikinews,12,1688.0,0,Cocos (Keeling) Islands,0.0,The PTWC said they did detect a small tsunami that stuck the Cocos Islands south of the quake's epicenter,1583.0
0,kevin,wikinews,74,57.0,11,Canada,1.0,U.S. Republican Party television ad bashes Canada,8.0
1,kevin,wikinews,74,165.0,11,Canada,1.0,"A ""critical"" campaign ad, launched by the US Republican Party, that took a swipe at Canada has been pulled",59.0
2,kevin,wikinews,74,238.0,11,Canada,0.0,"""Canada can take care of North Korea,"" a man in the television ad says",168.0
3,kevin,wikinews,74,259.0,11,Canada,0.0,"""They're not busy.""",240.0
4,kevin,wikinews,74,444.0,11,Canada,0.0,The comment about Canada is secondary to the ad's first purpose,381.0
5,kevin,wikinews,74,803.0,11,Canada,0.0,"""Just imagine if I registered a complaint every time my country or president was criticized,"" said the U.S. Ambassador to Canada, David Wilkins",660.0
6,kevin,wikinews,74,965.0,11,Canada,0.0,Compare that with the criticism early this year during the election that happened every day in Canada ...ads that were run consistently throughout your country,806.0
7,kevin,wikinews,74,1185.0,11,Canada,0.0,A source within the Canadian government told the Canadian Press that Canadian ambassador to the U.S. Michael Wilson called the White House to remind the Republicans of the heavy load Canada is carrying in Afghanistan,969.0
8,kevin,wikinews,74,1354.0,11,Canada,0.0,"The Canadian Embassy in Washington has been on an advertising campaign, plastering subway stations in Washington with posters depicting Canadian troops in Afghanistan",1188.0
9,kevin,wikinews,74,1437.0,11,Canada,0.0,There is also a website featuring military cooperation between Canada and the U.S,1356.0
10,kevin,wikinews,74,1545.0,11,Canada,0.0,The Canadian ambassador to the U.S. has issued a complaint to Washington in response to the television ad,1440.0
0,kevin,wikinews,74,243.0,1,North Korea,0.0,"""Canada can take care of North Korea,"" a man in the television ad says",173.0
0,kevin,wikinews,64,1103.0,11,Pangandaran,0.0,"Areas worst hit, like the small town of Pangandaran, are beginning to return to normal, and many businesses there have begun to open up again",962.0
1,kevin,wikinews,64,1412.0,11,Pangandaran,0.0,"Yesterday, Indonesia's President, Susilo Bambang Yudhoyono toured Pangandaran and met people who were staying in a temporary camp",1283.0
0,kevin,wikinews,81,1294.0,8,Union of Concerned Scientists,0.0,"two private advocacy groups, one of which was the Union of Concerned Scientists, also presented a survey to the panel that revealed that 279 scientists working for the government had been pressured into minimizing the threat of global warming in their reports",1035.0
1,kevin,wikinews,81,1674.0,8,Union of Concerned Scientists,0.0,"The scientists in the survey all worked for a wide array of government agencies: NASA, Environmental Protection Agency, Department of Agriculture, Department of Energy, Department of Commerce, Department of Defense, and the Department of Interior.",1427.0
0,kevin,wikinews,87,417.0,9,Democratic Party (United States),0.0,The Democrats proposed a bill that would give President Bush $124.2 billion dollars to fight the War in Iraq with a timetable for withdrawal that could be waived at anytime by Bush.,236.0
1,kevin,wikinews,87,748.0,9,Democratic Party (United States),0.0,Democrats criticize the Republican party for waiving a bill that would have an optional timetable,651.0
2,kevin,wikinews,87,1002.0,9,Democratic Party (United States),0.0,"""It is clear that the difference between the president and Democrats is accountability,"" said Pelosi, D-California",888.0
3,kevin,wikinews,87,1439.0,9,Democratic Party (United States),0.0,"""The American people deserve to know that the Democrats' commitment to bring this war to its responsible end has never been stronger,"" said Reid",1295.0
4,kevin,wikinews,87,1642.0,9,Democratic Party (United States),0.0,The Democrats plan to have another bill on Bush's desk by Memorial Day,1572.0
0,kevin,wikinews,17,988.0,7,John Howard,0.0,"This being the 90th anniversary of the attack, Clark, Australian Prime Minister John Howard and Britain's Charles, Prince of Wales, Prince Charles are all at Gallipoli to remember that fateful campaign",787.0
1,kevin,wikinews,17,1149.0,7,John Howard,0.0,Some controversy has been created about Australian Prime Minister John Howard not attending the New Zealand ceremony at Chunuk Bair on the Gallipoli Peninsula,991.0
2,kevin,wikinews,17,1274.0,7,John Howard,0.0,This has upset many people as it is a break in a tradition that the Prime Ministers attend the ceremonies of both countries,1151.0
0,kevin,wikinews,82,1205.0,11,Syria,0.0,"Gamal Eid, the Executive Director of the Arabic Network for Human Rights Information, said that the most repressive regime for blogging had been Tunisia, followed by Saudi Arabia, Syria and Libya, which have blocked sites and limited internet access",956.0
0,kevin,wikinews,53,1872.0,7,Taiwan,0.0,"They ravaged Taiwan, China, and Mexico, but failed to overcome the United States or Korea",1783.0
0,kevin,wikinews,9,1195.0,7,Florida,0.0,"Rep. James Sensenbrenner, a Wisconsin Republican, said of previous rulings in Florida that they were ""enforcing a merciless directive to deprive Terri Schiavo of her right to life.",1015.0
1,kevin,wikinews,9,1449.0,7,Florida,0.0,"Democrat Robert Wexler of Florida disagreed, saying ""Tonight this Congress is about to commit a travesty",1345.0
2,kevin,wikinews,9,1723.0,7,Florida,0.0,"Terri Schiavo has been on life-support for over 15 years, and is currently cared for at a Florida hospice",1618.0
3,kevin,wikinews,9,1992.0,7,Florida,0.0,"Schiavo's feeding tube was removed on Friday after Florida courts ruled in favor of her husband, Michael Schiavo",1880.0
0,kevin,wikinews,90,1725.0,0,Belarus,0.0,"Bush also listed Belarus, Burma, Cuba, North Korea, Sudan, Zimbabwe, Iran and Syria as the ""worst dictatorships"" and criticised Venezuela, Uzbekistan and Vietnam for rolling back earlier ""freedom""",1529.0
0,kevin,wikinews,51,64.0,4,North Korea,1.0,North Korea fires missiles during training exercise,13.0
1,kevin,wikinews,51,257.0,4,North Korea,1.0,"On Wednesday March 8, North Korea launched two surface-to-air missiles, during military training exercises near the border with China, according to Kyodo News which cited two military sources",66.0
2,kevin,wikinews,51,485.0,4,North Korea,0.0,"An ""Asian security source"" stated that the missiles may have been launched in the direction of China by mistake, and landed just inside the North Korean border",326.0
3,kevin,wikinews,51,660.0,4,North Korea,0.0,"A ""Western military source"", however, claimed that they were launched to the east, in the direction of the Sea of Japan, but still says they landed in North Korean territory",487.0
4,kevin,wikinews,51,759.0,4,North Korea,0.0,North Korea surprised the world when it launched a ballistic missile over northern Japan in 1998,663.0
0,kevin,wikinews,43,210.0,5,Baikonur Cosmodrome,1.0,"European Space Agency's probe to Venus was successfully launched on Wednesday, November 9, at 0333 GMT from the Baikonur Cosmodrome in Kazakhstan",65.0
0,kevin,wikinews,38,216.0,3,Instant messaging,1.0,"Internet rivals Microsoft and Yahoo have agreed to make their instant messaging programs, Yahoo Messenger and MSN Messenger, work together",78.0
1,kevin,wikinews,38,76.0,3,Instant messaging,1.0,Microsoft and Yahoo team up to make IM clients compatible,19.0
2,kevin,wikinews,38,409.0,3,Instant messaging,0.0,"Instant messaging, or IM as it commonly known, is becoming an increasingly popular communication service, mainly because of the speed of communication which almost equals regular conversation",218.0
3,kevin,wikinews,38,564.0,3,Instant messaging,0.0,"This move, announced on Wednesday, would mainly focus on earlier forms of instant messaging, like sending text messages to other people via the Internet",412.0
4,kevin,wikinews,38,791.0,3,Instant messaging,0.0,"The agreement will allow the companies to compete against the popular AOL Instant Messenger service , and Google Talk, Google's relatively new instant messaging service",623.0
5,kevin,wikinews,38,1334.0,3,Instant messaging,0.0,Microsoft had previously held talks with AOL over possible partnerships in the instant messaging field,1232.0
6,kevin,wikinews,38,1065.0,3,Instant messaging,0.0,"AOL has been able to move and develop the IM market at its own pace, due to its widespread use within the United States",946.0
0,kevin,wikinews,37,79.0,0,Alfred Nobel,1.0,IAEA and its director ElBaradei are awarded the Nobel Peace Prize,14.0
1,kevin,wikinews,37,219.0,0,Alfred Nobel,1.0,"The International Atomic Energy Agency , a UN agency, and its Director Mohammed ElBaradei have been awarded the Nobel Peace Prize for 2005",81.0
2,kevin,wikinews,37,485.0,0,Alfred Nobel,0.0,"In the announcement, the Norwegian Nobel Committee emphasizes the role the IAEA plays in preventing military use of nuclear energy arms proliferation, and ensuring peaceful use of nuclear energy",291.0
3,kevin,wikinews,37,648.0,0,Alfred Nobel,0.0,"the Committee notes that IAEA's work is in line with Alfred Nobel's original motivation for the Peace Prize, namely the reduction of standing armies",500.0
0,kevin,wikinews,50,2356.0,6,Kiev,0.0,"The so-called Transnistrian president Igor Smirnov qualified Kiev's decision as economic attack and called on the Ukrainian authorities to revise it so as to avert ""a social-economic catastrophe"" in the region",2147.0
0,kevin,wikinews,29,1058.0,3,Slashdot,0.0,Slashdot actually reported an RSS feed yesterday at 4:15 p.m. regarding the BBC and Reuters News articles which told of the two successful terms of gestation for Snuppy,890.0
0,kevin,wikinews,53,224.0,1,California,0.0,"The matchup will take place in PETCO Park, San Diego, California, San Diego California",138.0
0,kevin,wikinews,53,1380.0,5,Panama,0.0,"However, Cuba has gone all the way with a 5-2 record, knocking out Panama, the Netherlands, Venezuela, Puerto Rico, and the Dominican Republic in the semifinal",1221.0
0,kevin,wikinews,60,53.0,7,Iraq,1.0,Iraq to investigate alleged massacre in Haditha,6.0
1,kevin,wikinews,60,215.0,7,Iraq,1.0,The Iraqi government is to launch a formal investigation into claims that United States Marines murdered civilians in the Iraqi town of Haditha in November 2005,55.0
2,kevin,wikinews,60,473.0,7,Iraq,0.0,"In an interview with the BBC, the Iraqi Prime Minister Nouri al-Maliki said: ""It is not justifiable that a family is killed because someone is fighting terrorists."" and speaking to the Reuters news agency, said ""We will hold those who did it responsible.""",218.0
0,kevin,wikinews,56,859.0,9,France,0.0,France has had 200 special forces officers in south-eastern Afghanistan since 2003,777.0
1,kevin,wikinews,56,165.0,9,France,1.0,Two French special forces troops and a US soldier were among 34 killed in Afghanistan in a violent upsurge in recent days.,43.0
2,kevin,wikinews,56,775.0,9,France,0.0,The French Defence Ministry said two French soldiers were killed on Saturday in a battle with Taliban forces in Kandahar,655.0
0,kevin,wikinews,29,248.0,15,Snuppy,0.0,"The dog, named Snuppy, was born on April 24",205.0
1,kevin,wikinews,29,695.0,15,Snuppy,0.0,The Los Angeles Times has reported that Snuppy came from the DNA of the tissue of the ear of the original canine,583.0
2,kevin,wikinews,29,271.0,15,Snuppy,0.0,He is an Afghan hound,250.0
3,kevin,wikinews,29,1056.0,15,Snuppy,0.0,Slashdot actually reported an RSS feed yesterday at 4:15 p.m. regarding the BBC and Reuters News articles which told of the two successful terms of gestation for Snuppy,888.0
0,kevin,wikinews,87,240.0,11,United States House of Representatives,1.0,"The White House has rejected the proposed war spending bill today, citing its reason as any timetable on the war would undermine the nation's efforts in Iraq",83.0
1,kevin,wikinews,87,81.0,11,United States House of Representatives,1.0,War spending bill rejected by White House,40.0
0,kevin,wikinews,86,209.0,0,Finland,0.0,"Serbia's entry, Molitva , performed by 23-year-old Marija Šerifović, has won the 2007 Eurovision Song Contest in Helsinki, Finland, with a score of 268 points",51.0
1,kevin,wikinews,86,1726.0,0,Finland,0.0,The competition took place in Finland because last year the Finnish hard rock song 'Hard Rock Hallelujah' by Lordi won the competition,1592.0
2,kevin,wikinews,86,1769.0,0,Finland,0.0,The song kicked off the final in Helsinki,1728.0
